,inner_word_ngrams,inner_pos_ngrams,inner_average_sentence_length,inner_normalized_standard_deviation_of_sentence_length,inner_average_word_length,inner_normalized_standard_deviation_of_word_length,inner_average_syllables_per_word,inner_normalized_standard_deviation_of_syllables_per_word,inner_average_flesch_kincaid_reading_ease_score_per_sentence,inner_normalized_standard_deviation_of_flesch_kincaid_reading_ease_score_per_sentence,inner_average_gunning_fog_index_per_sentence,inner_normalized_standard_deviation_of_gunning_fog_index_per_sentence,external_Unnamed: 0,external_word_ngrams,external_pos_ngrams,external_average_sentence_length,external_normalized_standard_deviation_of_sentence_length,external_average_word_length,external_normalized_standard_deviation_of_word_length,external_average_syllables_per_word,external_normalized_standard_deviation_of_syllables_per_word,external_average_flesch_kincaid_reading_ease_score_per_sentence,external_normalized_standard_deviation_of_flesch_kincaid_reading_ease_score_per_sentence,external_average_gunning_fog_index_per_sentence,external_normalized_standard_deviation_of_gunning_fog_index_per_sentence,sentence_vector_similarity_max,sentence_vector_similarity_avg,external_file_name
0,0.060238511,0.104001257,32.49640288,0.527839271,4.332078813,0.547839347,1.275182643,0.499275855,60.6671223,0.374626969,15.14467626,0.463328739,0,3.18E-08,2.49E-05,0.126785528,0.000808854,0.000355563,8.86E-05,0.001829684,4.73E-05,0.105074109,0.00055941,0.024956094,0.000928144,1,0.880913782,ex_src_p10_00524.txt
1,0.059532337,0.105453977,33.78030303,0.525620755,4.664947298,0.56444571,1.39538013,0.54469954,48.14068182,0.481418484,17.53734848,0.423983998,0,2.14E-06,1.77E-05,0.00530303,0.00302737,0.000865946,8.47E-05,1.30E-05,0.000367888,0.318025568,0.000181058,0.002000628,5.15E-05,0.969790106,0.896643319,ex_src_p10_00524.txt
2,0.053315357,0.114253889,34,0.606637102,4.215759438,0.517715647,1.250658472,0.483765207,60.49104478,0.401666358,15.84992537,0.5507752,0,0.000695561,1.95E-05,0.059259259,0.001028954,0.001307765,9.61E-05,0.000168538,4.98E-05,0.058642179,0.000277118,0.025695542,0.000313048,1,0.895893882,ex_src_p10_00524.txt
3,0.060952936,0.106398599,24.23555556,0.633399527,4.437557308,0.557596957,1.302402347,0.500207874,68.9136,0.327022638,11.61137778,0.57597772,0,3.83E-06,1.48E-05,0.011019787,0.000351671,0.002057253,8.22E-05,0.000303235,0.000124133,0.040523077,0.000148759,0.007025926,0.000396181,1,0.872031637,ex_src_p10_00524.txt
4,0.058795767,0.116685443,28.32402235,0.570443663,4.580078895,0.587885866,1.421499014,0.567058899,56.21189944,0.508298968,15.06927374,0.489600239,0,4.41E-06,1.19E-05,0.033120511,0.000112614,0.000921766,0.000171858,1.68E-06,2.66E-05,0.010681204,0.000453571,0.040476257,0.000702399,1,0.905713682,ex_src_p10_00524.txt
5,0.060066585,0.120656939,32.84615385,0.635112513,4.555620609,0.546851352,1.366705699,0.516972341,53.42282051,0.551205117,16.56525641,0.545281632,0,3.01E-06,4.73E-05,0,0.00060597,0.000576637,0.000151135,0.000627485,1.00E-05,0.216210343,8.39E-05,0.053871107,9.79E-06,1,0.885211081,ex_src_p10_00524.txt
6,0.059162452,0.124283331,41.66949153,0.497366704,5.030913158,0.586532975,1.54931869,0.601573472,25.18398305,0.916053217,23.36830508,0.347981529,0,4.13E-06,7.71E-05,0.471078827,0.001794115,0.001765176,0.000146726,0.001944036,0.001466667,1.149674092,0.018459493,0.68309141,0.001282977,0.963028997,0.910308994,ex_src_p10_00524.txt
7,0.057962851,0.118027368,31.53179191,0.642445499,4.395967003,0.516874885,1.263428048,0.451932334,62.72809249,0.388001718,15.17815029,0.544300204,0,2.47E-06,5.38E-05,0.026937539,0.000413567,0.000125092,0.0001292,0.000105816,0.00041077,0.066452969,0.00013859,0.008517936,0.00011503,1,0.893365377,ex_src_p10_00524.txt
8,0.058558059,0.118645216,29.52247191,0.527766142,4.611798287,0.523021995,1.342530923,0.497412464,58.10011236,0.30857755,14.53162921,0.408693145,0,2.66E-06,3.64E-05,0.049645823,0.000881983,0.000845699,6.78E-08,1.12E-05,1.63E-05,0.000509711,0.000115088,0.00347605,0.000379691,1,0.883849626,ex_src_p10_00524.txt
9,0.060359845,0.100454019,14.2890625,0.942297494,4.384909787,0.540061427,1.26426098,0.477877867,81.42567708,0.312532546,7.107630208,0.90116675,0,1.31E-06,1.63E-05,0.031752558,6.09E-05,0.000179133,2.73E-05,0.000270939,3.75E-05,0.079666154,0.000616474,0.012420906,0.000593028,1,0.843892784,ex_src_p10_00524.txt
10,0.059311501,0.117077577,38.94814815,0.683624046,4.706922784,0.558907441,1.394636744,0.530866469,44.8817037,0.714432226,19.36940741,0.571054539,0,7.24E-07,0.000117344,0.134588826,0.001591898,0.000108204,2.83E-05,9.87E-05,0.000108515,0.646739675,0.002417939,0.040146164,0.000166227,0.959366471,0.907676004,ex_src_p10_00524.txt
11,0.055956515,0.115233611,26.26315789,0.6947024,4.361267991,0.510572701,1.278557114,0.477407302,65.15267943,0.35627603,12.91320574,0.599259136,0,2.43E-05,3.29E-05,0.055682685,0.000554878,0.001199731,1.32E-06,0.000396195,7.65E-05,0.027229189,0.00067792,0.007879655,0.000425401,0.965361043,0.860295039,ex_src_p10_00524.txt
12,0.056128308,0.128822903,22.55029586,0.747505993,4.347152978,0.491921548,1.235633692,0.460594669,73.11721893,0.356791329,11.03514793,0.633614743,0,0.000110963,8.61E-05,5.66E-05,0.000358668,8.90E-05,0.00047611,0.000466486,0.000321769,0.002197123,0.000162621,0.006571528,3.65E-05,1,0.86364961,ex_src_p10_00524.txt
13,0.058617602,0.101996795,18.6996337,0.852635363,4.091283056,0.542055815,1.207639569,0.43547886,80.95212454,0.31702082,8.572637363,0.804709421,0,4.20E-06,6.53E-05,0.028205128,1.48E-05,0.002026002,8.21E-05,0.000520874,0.000126275,0.010540384,0.000338903,0.00515869,0.001566919,1,0.895031349,ex_src_p10_00524.txt
14,0.059705559,0.1303167,29.51794872,0.474180267,4.770326616,0.538666166,1.387769284,0.519390694,54.01435897,0.393547899,15.4145641,0.412725708,0,3.47E-06,0.00014655,0.045122631,0.00159114,0.003167797,2.51E-05,0.000276901,0.000178334,0.051860538,0.000665178,0.046488529,0.003439165,0.958690508,0.875794526,ex_src_p10_00524.txt
15,0.060181067,0.098317413,16.51748252,0.713162629,4.428450466,0.565294095,1.317104149,0.511845316,75.08755245,0.31909679,8.905839161,0.652161139,0,9.95E-07,4.95E-05,0.019300699,0.000692125,3.11E-05,1.82E-06,0.00039182,1.85E-05,0.065010578,0.000811143,0.00326289,0.000172809,1,0.852485993,ex_src_p10_00524.txt
16,0.056251963,0.116893521,25.29302326,0.508683104,4.463589555,0.510034673,1.297535859,0.484211695,65.32293023,0.317446457,13.17627907,0.428425891,0,2.62E-06,3.36E-05,0.024623803,0.002286693,0.001066256,0.000539351,0.0001181,0.000346338,0.025431349,0.000174734,0.007973804,0.001022516,1,0.857510956,ex_src_p10_00524.txt
17,0.058498254,0.111350492,19.95833333,0.547851054,4.345720251,0.547513964,1.286012526,0.497431313,72.051125,0.281099701,10.37941667,0.49143386,0,1.22E-05,4.28E-06,0.026515152,0.002064061,4.12E-05,0.00027986,0.00024901,3.52E-05,0.014690574,6.48E-05,0.016195513,0.000607416,1,0.863151601,ex_src_p10_00524.txt
18,0.059670981,0.107416421,26.8436019,0.785685306,4.693149718,0.590828637,1.424611582,0.561002418,54.51924171,0.57014264,14.71796209,0.58608369,0,1.31E-07,5.04E-06,0.005613069,0.000491977,0.000662107,0.00024933,2.48E-05,0.000317218,0.006231267,0.002388724,0.011765766,8.72E-05,1,0.86319051,ex_src_p10_00524.txt
19,0.057245049,0.103222349,17.64539007,0.642524121,3.980104502,0.475906143,1.160369775,0.377744381,84.78730496,0.193782405,7.786595745,0.612314189,0,1.34E-05,3.84E-05,0.027920191,0.000492188,0.004091829,0.000134338,0.000795307,0.002584974,0.077836879,0.002082936,0.003139355,7.15E-05,1,0.885031852,ex_src_p10_00524.txt
20,0.060462671,0.103430042,20.99598394,0.827485434,4.571729151,0.572823913,1.3513772,0.521797762,69.06634538,0.403484403,10.53180723,0.729000108,0,6.37E-07,3.43E-06,0.010338003,0.000237687,0.002855508,2.07E-05,0.000597395,1.69E-05,0.022676841,0.000399818,0.011835383,0.00018996,1,0.865602673,ex_src_p10_00524.txt
21,0.060150154,0.101590395,43.30597015,0.703999723,4.316043426,0.55992016,1.297087713,0.500514524,54.02791045,0.50631014,18.0211194,0.530535372,0,2.35E-06,1.56E-05,0.12648297,1.36E-05,0.001299748,3.31E-05,9.83E-05,0.000157555,0.038309064,0.000171056,0.130192072,0.001859642,0.957918372,0.896221556,ex_src_p10_00524.txt
22,0.058738994,0.106253913,17.58367347,0.824854968,4.01810585,0.529796971,1.218895079,0.430933635,87.90281633,0.310771652,7.726081633,0.828357161,0,1.42E-06,3.95E-05,0.02574664,4.87E-05,0.001546333,2.11E-05,0.000164208,5.31E-05,0.145234931,0.000491595,0.002933485,0.001498444,1,0.849811112,ex_src_p10_00524.txt
23,0.06019283,0.112064924,30.83050847,0.791394551,4.449331134,0.541034065,1.316107752,0.497310097,64.58881356,0.454061814,12.5659322,0.755379729,0,7.78E-06,8.38E-05,0.031807176,0.000490124,0.00031124,0.000141731,0.000604577,2.39E-05,0.019316522,4.34E-05,0.000803998,0.000739735,1,0.879955843,ex_src_p10_00524.txt
24,0.060705125,0.120008419,17.65506329,0.723476232,4.366732389,0.566493424,1.303997132,0.487270314,73.26113924,0.364720874,9.737531646,0.661406732,0,5.68E-07,6.43E-06,0.026893895,0.000253108,0.0016496,9.84E-06,0.000228937,0.000136441,0.04666379,1.30E-05,0.005713464,0.00043833,1,0.858974431,ex_src_p10_00524.txt
25,0.060743448,0.09723814,31.85517241,0.706983927,4.377354406,0.532488529,1.287291622,0.482744991,62.48427586,0.413275007,14.16924138,0.632069895,0,1.31E-06,0.000136276,0.12806781,0.000404681,0.001249121,1.63E-05,0.000264793,1.78E-05,0.01979825,0.000176195,0.023127635,1.52E-05,1,0.883251264,ex_src_p10_00524.txt
26,0.060700271,0.109282559,15.65294118,0.851588835,4.49210823,0.549371844,1.32375047,0.51288614,73.26394118,0.365920854,8.691705882,0.725410531,0,2.15E-06,2.76E-05,0.016099071,0.00066808,0.001055002,9.85E-06,6.39E-05,3.76E-05,0.043861854,5.15E-05,0.005913533,0.000684728,1,0.838056202,ex_src_p10_00524.txt
27,0.056727119,0.123262148,49.73195876,0.828449558,5.024461028,0.599145923,1.558872305,0.577476363,18.60639175,2.678857977,25.7942268,0.592412166,0,9.19E-07,6.33E-05,0.411958763,0.000691634,0.004353132,0.000522078,0.011497651,0.000292678,0.518682874,0.495686065,0.119022722,4.27E-05,1,0.888527161,ex_src_p10_00524.txt
28,0.059815091,0.100519776,14.82898551,0.757474311,4.052971071,0.506021171,1.196247068,0.422842227,85.22089855,0.255410968,7.691478261,0.713984177,0,3.11E-06,1.69E-05,0.031517153,0.000218149,0.003235156,7.16E-05,0.00011213,0.000256617,0.202262187,7.23E-05,0.005070652,0.000320593,1,0.847568364,ex_src_p10_00524.txt
29,0.059592576,0.102615498,24.78712871,0.699691225,4.206710605,0.582291715,1.274615538,0.493535587,68.65945545,0.371903777,12.12782178,0.621151594,0,7.90E-07,1.92E-05,0.001414427,5.14E-05,0.002458449,0.00028375,0.002171991,0.000240884,0.045244919,0.000514146,0.022058235,5.49E-05,1,0.889876194,ex_src_p10_00524.txt
30,0.05845763,0.114498227,24.27669903,0.560938719,4.189362128,0.541343948,1.229754049,0.457504634,75.83286408,0.232305525,10.45757282,0.495145355,0,8.19E-06,9.97E-06,0.030123687,0.000847002,0.000769995,4.30E-06,9.47E-05,7.71E-05,0.033179088,0.0016722,0.018315003,6.13E-05,1,0.888904686,ex_src_p10_00524.txt
31,0.05849415,0.113735165,24.6972973,0.942043101,4.586780477,0.595534185,1.402057343,0.562954359,61.71054054,0.558389075,13.73210811,0.728637937,0,8.05E-06,3.49E-05,0.001776777,0.000315278,0.000958555,0.000593641,0.000199811,0.000405532,0.033254331,0.00020275,0.006084012,0.000303278,1,0.867012614,ex_src_p10_00524.txt
32,0.060369929,0.105171173,15.92192192,0.777444717,4.52546209,0.568229205,1.361184459,0.515775169,75.23333333,0.348790794,8.72015015,0.722219849,0,9.82E-07,3.27E-06,0.006861461,5.43E-05,0.000496512,2.51E-05,9.00E-05,1.45E-06,0.000282486,0.000147434,0.022519381,0.000145993,1,0.869503022,ex_src_p10_00524.txt
33,0.06008014,0.114967104,24.4479638,0.53583789,4.455857857,0.542109669,1.308532297,0.481256258,68.96900452,0.278173681,11.89687783,0.468112858,0,5.84E-08,8.78E-05,0.043469419,0.000167638,0.001051664,6.40E-05,0.000147724,0.000223792,0.095927602,0.000282066,0.002328521,0.000172796,1,0.862760761,ex_src_p10_00524.txt
34,0.059634727,0.098832671,16.87258687,0.86798773,4.28215103,0.52028124,1.237757437,0.446037078,79.71042471,0.331996819,8.393204633,0.770202977,0,6.70E-06,7.45E-05,0.002083275,2.45E-05,0.000105337,0.000175476,0.000117852,0.000155456,0.079708661,0.001010451,0.004618245,0.000809309,1,0.826951557,ex_src_p10_00524.txt
35,0.060325853,0.106264943,24.77130045,0.841787625,4.385047067,0.533779764,1.270818248,0.480166278,70.74237668,0.401956399,11.63264574,0.781790819,0,3.78E-07,4.79E-05,0.00544679,8.79E-05,4.19E-05,8.88E-05,0.000104609,0.000271351,0.016770621,1.29E-05,0.028293888,8.70E-05,1,0.874193103,ex_src_p10_00524.txt
36,0.060845175,0.109394733,27.03314917,0.633640943,4.303290415,0.54116386,1.288575516,0.483405298,67.31480663,0.326159039,12.44685083,0.554972845,0,6.56E-06,1.98E-05,0.027499454,0.000110254,0.000950639,0.000175785,1.65E-05,2.77E-05,0.026143263,0.000245709,0.002955935,0.000747253,1,0.894817256,ex_src_p10_00524.txt
37,0.059938143,0.100503125,20.75728155,0.709467318,4.175397568,0.529570133,1.247895229,0.455445269,74.06898058,0.268999133,10.34669903,0.592210344,0,1.07E-06,3.28E-05,0.007141524,0.000120889,0.000252944,4.44E-05,0.00037675,6.09E-05,0.065778612,0.000782982,0.003782899,4.40E-05,1,0.875240228,ex_src_p10_00524.txt
38,0.057916888,0.116666263,24.84090909,0.72052028,4.462580055,0.584741463,1.371637694,0.557199622,58.95877273,0.423943046,13.70445455,0.576368064,0,4.65E-07,7.25E-06,0.017379679,0.00014248,0.000114417,7.53E-05,5.12E-05,0.000125335,0.00111233,0.000732688,0.001212121,5.84E-06,1,0.89338601,ex_src_p10_00524.txt
39,0.059391738,0.098685336,19.9137931,0.802097567,4.308225108,0.561825423,1.277489177,0.518660859,77.06521552,0.325863571,9.522844828,0.738804019,0,6.75E-07,5.88E-06,0.017002744,0.000812214,0.000681113,0.000138669,0.000175797,8.74E-06,0.029907434,6.68E-05,0.006765562,0.001127169,1,0.876892974,ex_src_p10_00524.txt
40,0.05719261,0.1169723,21.87826087,0.816342593,4.946740859,0.588392052,1.476351351,0.585290257,58.59352174,0.534891477,12.54008696,0.671710678,0,1.06E-05,0.000112373,0.025319693,0.000186366,0.000104179,0.000334327,0.000275596,0.000630458,0.01820259,0.001318004,0.003177866,0.000119581,1,0.884586738,ex_src_p10_00524.txt
41,0.061189163,0.107472075,16.69254658,0.739763159,4.542697674,0.562712091,1.337116279,0.521063584,73.0663354,0.374153312,9.502546584,0.667085018,0,1.44E-06,9.85E-07,0.016544325,3.83E-05,7.03E-05,2.14E-05,0.000301252,5.96E-05,0.005982477,8.58E-05,0.01163348,0.000354171,1,0.836479329,ex_src_p10_00524.txt
42,0.060590039,0.104216678,26.51234568,0.59313341,4.196973225,0.56528661,1.259138533,0.472862411,71.07092593,0.264614332,11.45839506,0.532625089,0,5.08E-07,5.26E-06,0.055059247,0.000383693,0.000847317,5.66E-06,0.000293734,0.000135526,0.023131217,0.000323928,0.003630356,0.000230075,0.945770796,0.869774376,ex_src_p10_00524.txt
43,0.058653333,0.106803517,24.62032086,0.776626243,4.31516073,0.580506244,1.32949609,0.517712303,73.18743316,0.387824795,11.16705882,0.730289086,0,6.07E-06,1.75E-05,0.013964859,0.000165756,0.000918459,0.000409602,0.000548722,0.000129308,0.036480774,0.000132578,0.002076623,6.00E-05,1,0.877301681,ex_src_p10_00524.txt
44,0.059375595,0.105909757,23.78974359,0.520164363,4.411726665,0.541749966,1.298124596,0.47323463,70.12969231,0.243393135,10.76841026,0.432547145,0,3.87E-06,2.03E-05,0.006238435,0.000697542,0.000390512,2.80E-05,7.59E-05,7.20E-05,0.000165512,0.001836364,0.001804196,0.003098738,0.955366799,0.862336107,ex_src_p10_00524.txt
45,0.058770399,0.119711911,28.78817734,0.721019889,4.528405202,0.589561963,1.406913073,0.554629054,52.00768473,0.50454068,15.69492611,0.55287689,0,3.72E-06,8.13E-05,0.002081083,0.000107575,0.000176779,0.000441944,6.37E-05,0.000441346,0.053444303,8.37E-05,0.061283724,0.001788643,1,0.893416183,ex_src_p10_00524.txt
46,0.059362159,0.110461667,25.02985075,0.658125211,4.336513616,0.560355436,1.316636852,0.513602532,67.54288557,0.371810094,12.2619403,0.568634417,0,7.75E-07,3.44E-05,0.007751299,0.000436835,0.000394338,0.000114656,7.55E-05,1.15E-05,0.035447761,0.00047643,0.010559701,0.000389339,1,0.883444775,ex_src_p10_00524.txt
47,0.059610888,0.105517754,34.0130719,0.559795726,4.636625673,0.56339894,1.397194466,0.546129636,48.5945098,0.479482835,17.04986928,0.458804645,0,2.13E-07,1.66E-05,0.046187364,0.000295991,0.00056667,1.15E-05,0.000566932,0.000120333,0.12066365,0.000716108,0.016872292,0.001527591,1,0.882389998,ex_src_p10_00524.txt
48,0.061078035,0.120309936,23.56542056,0.663964009,4.890541344,0.547987029,1.437834622,0.545752387,43.36724299,0.93847902,14.2103271,0.531766479,0,3.36E-06,1.09E-05,0.006672463,5.45E-05,0.000421121,5.90E-05,0.000284742,9.82E-05,0.295772882,0.003881638,0.011659652,0.000628534,1,0.87231742,ex_src_p10_00524.txt
49,0.058403824,0.090515935,22.4972067,0.66069387,4.224733052,0.544678641,1.262478272,0.492298737,76.38569832,0.30581601,10.86960894,0.607448261,0,8.52E-07,8.58E-06,0.010039673,0.000366004,0.000953156,2.16E-05,0.00026003,7.42E-05,0.053826178,0.000440701,0.002163213,0.000482673,1,0.862370503,ex_src_p10_00524.txt
50,0.0608246,0.11200946,44.71578947,0.5532574,4.74952919,0.535522095,1.371468927,0.519431433,40.31863158,0.681502054,21.02052632,0.45354513,0,8.27E-07,2.83E-05,0.462781955,7.34E-05,0.000214122,0.000128931,4.36E-05,0.000219072,0.671929169,0.001480477,0.540413855,0.000814406,0.950550946,0.89456782,ex_src_p10_00524.txt
51,0.057708538,0.120399804,25.68965517,0.615425002,4.615915628,0.548439989,1.376030681,0.517223882,57.93891626,0.404618846,13.72546798,0.50987,0,4.81E-05,7.90E-05,0.019134941,0.000406968,6.71E-05,7.78E-06,0.000391909,1.43E-05,0.000818097,9.49E-05,0.000556116,0.000336919,1,0.888019529,ex_src_p10_00524.txt
52,0.060058536,0.10805913,19.63309353,0.7178723,4.382191279,0.560709261,1.292231587,0.505712663,71.54694245,0.414902045,10.15215827,0.64126644,0,3.89E-08,7.10E-06,0.013006189,2.05E-05,0.000724418,4.81E-05,0.000105602,0.000132614,0.100132653,0.00021674,0.001580857,2.80E-05,1,0.851406724,ex_src_p10_00524.txt
53,0.060653455,0.111931348,22.55276382,0.511419022,4.729055258,0.533566733,1.353386809,0.51726898,62.34829146,0.329731102,12.46688442,0.413074202,0,2.41E-06,7.15E-06,0.002524585,0.005022611,0.000746656,3.64E-05,7.66E-06,5.94E-05,0.026403907,0.000206621,0.013057891,0.003787659,1,0.83565114,ex_src_p10_00524.txt
54,0.056886878,0.108449602,24.04672897,0.776674445,4.750485814,0.552188986,1.404974738,0.532655041,60.78813084,0.455390776,13.27228972,0.570122497,0,1.90E-08,2.12E-07,0.030154386,0.000117554,0.000555168,4.64E-05,2.68E-05,2.41E-06,0.031412538,0.001285605,0.037845275,0.000524741,1,0.871555043,ex_src_p10_00524.txt
55,0.059798597,0.112311114,23.85915493,0.559934289,4.712514758,0.574388231,1.399252263,0.563093652,56.81793427,0.378893695,13.89877934,0.447725561,0,1.70E-06,0.000196783,0.003089968,0.000157428,8.89E-05,1.22E-05,0.000290387,0.000544825,0.010871698,0.000696498,0.039243913,0.000495267,1,0.897478302,ex_src_p10_00524.txt
56,0.06058853,0.117195139,26.26900585,0.660145481,4.443900267,0.508490486,1.237310775,0.447478851,71.3802924,0.27356104,11.77163743,0.547848506,0,1.67E-07,2.18E-07,0.049834732,0.000176381,5.10E-05,0.000234369,0.000564514,0.000719682,0.005468277,0.00103723,0.005302075,0.001038097,1,0.872865516,ex_src_p10_00524.txt
57,0.059739952,0.110481655,19.02238806,0.66550063,4.129462534,0.574201077,1.24872499,0.495611965,75.84835821,0.269329124,10.01757463,0.555231799,0,9.64E-07,1.44E-05,0.00948445,0.000307672,0.002592828,0.000166063,0.000249018,0.000177247,0.017684957,0.001112973,0.006243458,0.000488299,1,0.856802555,ex_src_p10_00524.txt
58,0.060721049,0.110482893,32.92142857,0.799908645,4.602516815,0.54777729,1.334128878,0.503710459,55.1825,0.5357502,15.96785714,0.663897334,0,9.33E-07,1.32E-05,0.005723746,0.000722717,0.000297518,0.000150701,1.07E-05,3.19E-05,0.041449045,0.00045928,0.017317276,0.000295091,0.948091919,0.861361515,ex_src_p10_00524.txt
59,0.059474916,0.106569162,21.42168675,0.975750093,4.50056243,0.586606384,1.338582677,0.525422254,71.73710843,0.479654148,10.94550201,0.862797308,0,1.17E-06,1.45E-05,0.034894294,0.000161878,0.000255306,7.33E-05,0.000499892,4.14E-05,0.036749868,0.000544795,0.02127787,0.000153321,1,0.882496276,ex_src_p10_00524.txt
60,0.058571105,0.092598553,33.65891473,0.871753363,4.153615845,0.548202478,1.258175956,0.477256663,61.91170543,0.546010692,15.43403101,0.735588035,0,1.01E-05,5.90E-05,0.007751938,0.002359772,0.001619439,0.000193117,9.16E-05,7.41E-05,0.001236676,0.002246538,0.027021624,0.000175904,1,0.88615713,ex_src_p10_00524.txt
61,0.056976271,0.150600891,24.66216216,1.321882461,4.323561644,0.610581694,1.337808219,0.518834359,65.26675676,0.481886881,11.95324324,0.910016779,0,7.02E-05,0.000616883,0.009100938,0.00331282,0.00093191,0.000175328,0.000130626,9.87E-07,0.001959069,0.000287339,0.031687632,0.002134616,0.966406083,0.80754572,ex_src_p10_00524.txt
62,0.058465252,0.120300462,27.73684211,0.891579245,4.76401587,0.576528415,1.467828187,0.552259076,57.63521531,0.604883694,14.64210526,0.728859681,0,5.64E-07,2.04E-05,0.013157895,0.000426604,0.001269439,1.62E-05,0.001193758,0.000352645,0.099590311,0.000261184,0.013114863,0.000330386,1,0.828409423,ex_src_p10_00524.txt
